,vehicle_id,name,location,origin_zone,days_between_charges,charging_demand,arrival_time,departure_time,idling_duration,charging_power,strategy
0,3,BEV,home,2_4,3.7401214568014836,17.126603654653557,16.85140784133043,6.450445130201323,13.599037288870893,11.0,dumb
1,8,PHEV,home,1_4,1.9938413946541027,6.462630195644174,16.239564998447126,7.634498904456564,15.394933906009438,7.4,dumb
2,13,PHEV,home,1_4,1.1833168543510633,3.835480221469944,21.39224614740778,6.753401924129683,9.361155776721905,7.4,dumb
3,14,BEV,home,2_4,4.513176201731176,14.62854010242402,16.2015177431049,8.34562553030656,16.14410778720166,11.0,dumb
4,18,BEV,home,3_2,2.58350969059999,11.830296694591748,16.76392691519066,10.402474085982426,17.638547170791767,11.0,dumb
5,20,PHEV,home,2_3,1.0,3.234590739672158,19.89178648379794,6.380095192000677,10.488308708202737,11.0,dumb
6,21,PHEV,home,2_3,1.1186699373096283,3.6259524572584287,15.726396214530498,9.014722406997965,17.288326192467466,11.0,dumb
7,29,BEV,home,3_5,2.2178440439309033,14.347678977298381,14.360087242613453,10.455076150134555,20.094988907521103,11.0,dumb
8,31,BEV,home,2_5,9.154913775352396,29.612399321133058,20.50403207651694,5.900796848901024,9.396764772384085,11.0,dumb
9,33,BEV,home,2_4,5.699277030154771,18.43482870456486,16.405852324576056,8.261003930642664,15.855151606066608,11.0,dumb
10,34,BEV,home,3_1,1.3918057132307895,6.373296987526206,19.367052254293483,9.211205036649574,13.84415278235609,7.4,dumb
11,36,PHEV,home,1_4,2.426299202814591,7.8643539720957705,15.479110081908441,6.626059985587258,15.146949903678816,11.0,dumb
12,37,PHEV,home,3_4,1.0,3.2346005158546145,14.247019795124643,9.394420726606981,19.147400931482338,11.0,dumb
13,41,PHEV,home,2_5,1.5856329658268633,10.257747415703783,18.83461596614085,8.966949049182562,14.132333083041713,7.4,dumb
14,44,BEV,home,1_5,1.0,7.244771523907091,13.72139525051236,10.001182269419807,20.27978701890745,7.4,dumb
15,49,PHEV,home,3_4,1.0,3.241306784438329,13.316767283487426,8.62552375314814,19.308756469660715,3.2,dumb
16,51,BEV,home,3_2,1.0,7.235779798736033,18.717119609414812,8.370983463914527,13.653863854499715,3.2,dumb
17,53,BEV,home,1_2,2.924442413015753,13.39143674932161,18.784021369994598,7.410427915975898,12.6264065459813,7.4,dumb
18,55,BEV,home,3_2,1.7024236439367324,7.795665284685751,19.946442467892254,8.458434629530732,12.511992161638478,7.4,dumb
19,56,BEV,home,2_5,4.175869604192365,19.121962870011224,20.33585214144884,8.90211101553462,12.566258874085781,7.4,dumb
20,59,PHEV,home,2_3,1.0,7.2357797985583705,21.718707147963872,6.237710366276778,8.519003218312905,7.4,dumb
21,60,PHEV,home,2_4,1.4821052267386499,4.794003841628541,18.322651586259216,8.834719444287591,14.512067858028376,7.4,dumb
22,65,BEV,home,2_4,5.025223508854848,16.254541426524717,20.125919751831027,5.874001406882375,9.748081655051347,7.4,dumb
23,66,PHEV,home,1_2,1.0,7.2357557893452125,19.21555758845259,7.868907250052249,12.653349661599659,11.0,dumb
24,68,BEV,home,2_5,8.829071476110679,28.558432837380952,20.23787052894886,7.48883769016618,11.25096716121732,7.4,dumb
25,69,BEV,home,5_3,1.0,11.679287508786244,16.407912300044284,9.403915777255,16.996003477210714,11.0,dumb
26,70,BEV,home,3_1,2.380632621737174,27.78182112476532,20.795099058388555,8.620325616863168,11.825226558474613,3.2,dumb
27,71,BEV,home,1_4,6.755833516752069,30.935920239779023,18.046654752409236,7.630830910802606,13.58417615839337,7.4,dumb
